19/01/2026;1721;COFFEE & TEA-009;CAPPUCINO;1,00;0,00;
19/01/2026;1721;MOD-48;HOT-;1,00;0,00;COFFEE & TEA-009
19/01/2026;1722;MESSY PLAY-003;MESSY PLAY ADULT;1,00;0,00;
19/01/2026;1722;MESSY PLAY-001;MESSY PLAY;1,00;100000,00;
19/01/2026;1723;MESSY PLAY-003;MESSY PLAY ADULT;1,00;0,00;
