date;time;article_code;article_descr;quantity;unit_price_excl_vat;amount_excl_vat;discount_excl_vat;vat_percent;parent_article_code
18/01/2026;08:04:58;DAY ENTRY-003;DAY ENTRY - ADULT;1;0;0;0;10;
18/01/2026;08:04:58;DAY ENTRY-003;DAY ENTRY - ADULT;1;0;0;0;10;
18/01/2026;08:04:58;DAY ENTRY-002;DAY PASS ENTRY;1;137740.91;137740.91;0;10;
18/01/2026;08:04:58;DAY ENTRY-002;DAY PASS ENTRY;1;137740.91;137740.91;0;10;
18/01/2026;08:04:58;MERCHANDISE-006;SOCK - L;1;22727.27;22727.27;0;10;
